communityname,state,population,householdsize,racepctblack,racepctwhite,racepctasian,racepcthisp,numburban,pcturban,medincome,pctwwage,pctwpubasst,pctwretire,medfaminc,percapinc,whitepercap,blackpercap,indianpercap,asianpercap,otherpercap,hisppercap,numunderpov,pctpopunderpov,pctless9thgrade,pctnothsgrad,pctbsormore,pctunemployed,pctemploy,pctemplmanu,pctemplprofserv,pctoccupmanu,pctoccupmgmtprof,malepctdivorce,malepctnevmarr,femalepctdiv,totalpctdiv,persperfam,pctfam2par,pctkids2par,pctyoungkids2par,pctimmigrecent,pctspeakenglonly,pctnotspeakenglwell,pctlarghousefam,pctlarghouseoccup,pctpersownoccup,pctpersdensehous,pcthousless3br,mednumbr,housvacant,pcthousoccup,pcthousownocc,pctvacantboarded,pctvacmore6mos,medyrhousbuilt,pcthousnophone,pctwofullplumb,ownocclowquart,ownoccmedval,ownocchiquart,ownoccqrange,rentlowq,rentmedian,renthighq,rentqrange,medrent,medrentpcthousinc,medowncostpctinc,medowncostpctincnomtg,numinshelters,numstreet,pctforeignborn,pctbornsamestate,pctsamehouse85,pctsamecity85,pctsamestate85,policreqperoffic,landarea,popdens,pctusepubtrans,lemaspctofficdrugun,murders,murdperpop,rapes,rapesperpop,robberies,robbbperpop,assaults,assaultperpop,burglaries,burglperpop,larcenies,larcperpop,autotheft,autotheftperpop,arsons,violentcrimesperpop,city,mayor,statename,party affiliation
Robbinsdalecity,MN,14396,2.4,1.73,96.19,1.19,0.91,14396,100.0,33107,72.45,3.67,21.26,40536,15352,15491,11512,14792,12216,6583.0,12230,704,5.0,5.62,15.58,19.29,4.55,62.91,16.63,25.41,11.78,24.45,8.71,27.7,10.85,9.87,2.89,76.93,77.9,94.97,2.75,94.65,0.46,2.97,1.96,78.4,1.12,49.42,3,147,97.61,73.0,0.0,19.05,1953,0.13,0.08,66100,76500,91800,25700,383,471,574,191,507,28.4,21.6,11.8,0,0,2.27,76.08,58.66,86.39,93.82,,2.9,5000.7,6.21,0.0,0,0.0,6.0,42.31,19.0,133.97,27.0,190.38,101.0,712.17,538.0,3793.54,69.0,486.53,4.0,366.66,Robbinsdale,,Minnesota,
Norwalktown,CT,78331,2.56,15.48,79.29,1.65,9.37,78331,100.0,48171,83.88,4.34,12.42,55269,23075,25187,14662,8778,20087,13765.0,14757,4034,5.2,7.84,20.48,29.54,4.69,70.65,20.24,21.83,10.3,33.63,8.5,33.93,11.91,10.29,3.08,74.35,69.28,83.76,10.97,80.42,3.65,5.3,3.6,65.33,3.81,49.62,3,1664,94.84,61.98,3.79,37.8,1958,1.49,0.39,196000,241300,309900,113900,471,647,860,389,738,26.6,23.7,15.4,121,7,13.3,48.28,58.49,86.1,87.52,891.3,23.6,3315.6,8.17,12.2,9,11.43,10.0,12.7,188.0,238.85,118.0,149.92,840.0,1067.21,2516.0,3196.54,552.0,701.31,13.0,412.91,Norwalk,Margarita L. Rios,Connecticut,
Cincinnaticity,OH,364040,2.36,37.94,60.51,1.11,0.66,364040,100.0,21006,71.1,14.32,14.48,26774,12547,15757,7451,8478,13455,7907.0,10200,85319,24.34,10.23,30.39,22.17,7.84,56.63,15.37,29.69,13.11,29.29,13.02,42.09,16.35,14.85,3.11,50.06,45.53,53.22,20.2,94.63,0.69,6.46,3.56,44.21,3.84,67.36,2,14746,91.28,38.34,8.0,40.09,1945,6.2,0.52,45200,61900,87900,42700,200,283,367,167,329,25.8,18.9,13.0,989,23,2.76,70.07,49.12,85.48,91.51,229.7,80.0,4550.3,11.26,5.01,39,10.84,449.0,124.81,2327.0,646.84,2806.0,779.99,6154.0,1710.64,17085.0,4749.14,2063.0,573.46,581.0,1562.48,Cincinnati,Aftab Pureval,Ohio,Democrat
Bridgewatertown,MA,21249,3.57,4.72,92.84,0.84,3.22,10620,49.98,41933,84.5,5.0,15.9,50080,14088,14654,7676,4957,9887,4446.0,3468,808,4.74,4.65,17.09,21.74,6.22,59.92,13.94,27.58,11.04,28.18,10.84,42.94,8.29,9.66,3.33,83.06,82.05,89.92,6.58,92.06,1.06,5.59,4.2,75.57,1.6,39.07,3,283,95.46,68.56,0.35,27.56,1970,1.46,0.21,136200,163500,195800,59600,484,651,754,270,690,28.2,23.0,14.3,0,0,4.29,80.31,51.71,72.03,94.66,,28.5,746.1,1.5,0.0,0,0.0,1.0,4.43,2.0,8.85,33.0,146.04,54.0,238.98,155.0,685.96,41.0,181.45,0.0,159.32,Bridgewater,Matthew Moench,Massachusetts,
Lockportcity,NY,24426,2.48,5.61,93.29,0.48,1.64,0,0.0,25000,71.7,8.2,20.73,32646,12498,12706,8257,13459,33353,5048.0,6547,3454,14.45,8.74,26.45,14.17,7.44,56.83,26.09,24.3,22.63,20.46,11.32,30.13,12.59,12.01,3.11,69.73,69.79,76.39,0.0,94.98,0.77,4.27,2.72,63.25,1.49,49.27,3,509,95.09,55.85,4.13,48.53,1939,7.66,0.1,40200,55200,73400,33200,228,292,363,135,363,27.9,18.6,16.4,0,0,2.23,85.35,55.04,89.56,95.48,,8.8,2762.2,0.79,0.0,0,0.0,14.0,54.56,30.0,116.92,190.0,740.48,282.0,1099.03,792.0,3086.64,64.0,249.43,4.0,911.96,Lockport,,New York,
Kalamazootownship,MI,20976,2.4,9.12,88.63,0.8,1.86,20713,98.8,28070,76.58,6.7,16.91,33969,13790,13824,13370,7038,21190,9179.0,11348,2468,11.91,5.85,18.64,25.03,5.34,63.23,20.3,29.3,13.66,27.03,9.42,34.11,12.62,11.13,2.9,71.87,69.83,81.21,5.29,94.84,0.66,3.65,2.28,69.49,2.17,53.78,2,573,93.85,66.59,0.87,25.83,1958,2.44,0.21,37200,50500,65600,28400,336,412,482,146,452,28.5,15.8,12.5,6,0,3.42,73.74,54.4,81.16,95.35,,12.2,1721.0,0.57,0.0,1,4.64,,,12.0,55.68,75.0,347.98,179.0,830.51,672.0,3117.9,79.0,366.54,9.0,,Kalamazoo,David Anderson,Michigan,
Paducahcity,KY,27256,2.28,20.89,78.4,0.33,0.57,0,0.0,17196,61.9,12.47,19.07,23665,11918,13514,6143,5195,6393,9371.0,4630,6305,23.81,14.51,30.99,14.56,7.51,48.48,11.34,26.07,14.0,23.19,12.9,24.56,16.26,14.81,2.86,58.21,55.02,63.91,6.57,97.1,0.39,3.29,2.02,57.17,1.81,57.42,2,1195,90.91,54.38,3.18,47.95,1955,10.13,0.56,24500,37800,64800,40300,132,190,269,137,257,25.9,17.0,12.6,19,0,1.01,68.04,53.3,81.7,89.2,,18.2,1498.2,0.69,0.0,4,14.76,25.0,92.24,57.0,210.31,364.0,1343.02,445.0,1641.88,1493.0,5508.62,143.0,527.62,1.0,1660.33,Paducah,,Kentucky,
WindsorLockstown,CT,12358,2.6,1.5,96.16,1.73,1.32,12358,100.0,43593,82.41,3.95,19.82,48350,17593,17736,14705,0,13404,14995.0,14291,370,3.04,7.74,22.67,16.3,4.62,70.09,25.1,15.89,12.9,24.27,8.17,30.51,11.0,9.62,3.0,80.9,78.78,90.43,13.64,90.45,0.96,3.34,2.46,79.64,1.28,36.38,3,171,96.53,76.17,0.58,26.9,1958,0.63,0.0,128100,145100,168500,40400,426,559,679,253,666,24.2,20.1,12.1,0,6,6.64,63.59,60.32,89.71,92.18,,9.4,1320.8,2.14,0.0,0,0.0,0.0,0.0,4.0,32.33,13.0,105.08,61.0,493.09,178.0,1438.85,32.0,258.67,3.0,137.42,Windsor Locks,,Connecticut,
LasVegascity,NV,258295,2.59,11.43,78.42,3.61,12.53,257892,99.84,30590,82.89,5.98,15.73,35300,14737,16121,9252,12140,12465,8436.0,8879,29084,11.47,6.86,23.7,13.37,6.57,65.99,4.28,15.3,10.66,20.58,17.41,29.56,19.41,18.4,3.1,67.72,63.59,76.93,18.09,84.81,3.7,6.67,4.39,53.82,7.86,54.6,2,9935,90.94,50.38,4.57,11.95,1977,5.23,0.34,71500,89200,116000,44500,330,434,548,218,490,27.3,22.2,11.6,336,236,10.26,21.14,33.43,66.68,67.66,551.7,86.3,2993.5,2.85,2.67,91,12.68,435.0,60.63,3572.0,497.88,3183.0,443.66,9783.0,1363.6,23855.0,3325.01,7446.0,1037.86,459.0,1014.86,Las Vegas,Carolyn Goodman,Nevada,Nonpartisan
Belchertowntown,MA,10579,2.77,0.52,98.11,0.97,0.9,0,0.0,38868,84.91,5.43,16.54,44004,15493,15574,23821,14118,6925,0.0,12979,983,9.32,8.66,19.52,28.86,3.76,70.87,16.2,33.78,11.22,31.04,8.93,30.43,10.92,9.95,3.14,80.75,79.84,87.36,24.78,94.78,0.57,3.75,2.77,81.14,1.46,42.85,3,163,95.91,76.21,1.84,36.2,1975,0.0,0.68,109900,137900,168300,58400,230,420,579,349,477,26.9,21.9,16.2,0,0,3.17,75.23,55.11,71.93,91.41,,54.6,193.6,1.24,0.0,0,0.0,1.0,9.16,0.0,0.0,40.0,366.43,69.0,632.1,109.0,998.53,9.0,82.45,1.0,375.6,Belcher,,Massachusetts,
Corcorancity,CA,13364,5.28,17.13,36.2,0.58,51.77,0,0.0,21558,74.78,23.06,12.41,22358,8270,12106,5715,8542,14241,6298.0,5898,1965,24.15,18.56,42.24,5.43,12.35,26.3,7.99,19.49,20.51,16.91,6.78,61.96,12.95,8.44,3.68,69.24,63.5,64.77,14.23,55.84,7.92,14.14,11.53,55.43,18.4,52.4,2,181,93.33,55.94,1.66,47.51,1969,15.82,0.22,46000,58300,74100,28100,190,294,388,198,379,26.1,21.8,12.5,0,0,16.1,56.75,41.71,55.09,91.92,,5.9,2277.4,0.38,0.0,2,14.43,4.0,28.86,12.0,86.57,88.0,634.83,109.0,786.32,178.0,1284.09,34.0,245.27,11.0,764.68,Corcoran,,California,
RoselleParkborough,NJ,12805,2.53,1.07,92.13,5.3,7.3,12805,100.0,43365,83.54,4.94,17.24,50622,19197,19387,20251,14046,17467,12859.0,17276,428,3.34,7.1,21.14,22.81,5.37,67.87,21.31,21.63,14.26,27.32,6.89,33.96,9.46,8.23,3.1,82.35,80.46,95.56,11.34,78.45,2.82,4.58,3.14,66.93,2.92,47.31,3,161,96.92,58.97,1.86,32.92,1947,0.47,0.78,136200,160100,181600,45400,558,621,690,132,651,24.4,23.3,15.6,0,0,14.26,68.67,59.82,82.97,92.69,,1.3,10108.1,6.71,0.0,0,0.0,2.0,15.42,9.0,69.37,8.0,61.67,79.0,608.96,179.0,1379.79,65.0,501.04,0.0,146.46,Roselle Parkborough,,New Jersey,
Bedfordtown,MA,12996,2.9,2.7,93.65,3.09,1.46,12312,94.74,57561,83.88,3.59,17.95,64537,24590,25094,20095,13906,16605,8414.0,17625,204,1.72,1.81,7.1,42.82,2.78,68.39,20.79,34.91,4.75,43.01,6.86,32.98,8.6,7.68,3.13,85.8,85.79,93.49,8.34,92.54,0.48,3.7,2.75,77.4,0.63,27.16,3,123,97.33,71.33,0.81,39.02,1961,0.16,0.78,189800,228200,277600,87800,524,712,954,430,817,26.3,17.9,12.6,0,0,8.21,58.58,63.57,80.41,85.63,,14.2,912.9,2.18,0.0,0,0.0,0.0,0.0,1.0,7.42,18.0,133.61,37.0,274.64,96.0,712.59,7.0,51.96,0.0,141.03,Bedford,Jon Mitchell,Massachusetts,
Maconcity,GA,106612,2.59,52.19,47.15,0.42,0.62,106640,100.0,21038,70.67,15.47,17.48,26256,11502,16387,7122,12652,9684,4973.0,11608,25178,24.38,15.65,36.08,15.32,8.38,54.52,14.05,25.25,16.66,21.95,13.84,34.09,17.81,16.07,3.13,51.01,44.24,52.82,28.89,96.97,0.38,6.16,4.11,50.66,4.67,52.08,2,4324,90.5,49.67,12.65,42.99,1960,9.45,0.65,35700,49300,71000,35300,139,238,329,190,336,27.5,18.8,12.9,138,50,0.84,81.46,51.22,84.56,92.82,381.5,49.6,2149.4,2.76,6.92,20,17.95,102.0,91.52,384.0,344.55,408.0,366.08,1811.0,1624.94,7533.0,6759.08,838.0,751.91,45.0,820.1,Macon,Lester Miller,Georgia,
EastHamptontown,CT,10428,2.77,0.68,98.52,0.4,1.33,0,0.0,48000,89.45,2.83,11.52,53480,19123,19193,15596,4411,16917,12085.0,11430,94,0.93,5.23,16.4,27.78,4.18,76.01,22.48,25.67,9.98,34.44,8.32,26.86,10.38,9.34,3.09,85.22,82.81,88.59,9.16,95.75,0.32,3.22,2.47,83.43,0.93,36.93,3,435,89.66,79.26,0.46,57.93,1962,1.11,0.4,135900,164700,198400,62500,384,529,673,289,631,22.8,24.0,12.6,0,0,2.51,69.25,59.85,77.8,92.21,,36.9,282.8,1.36,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,55.83,53.0,493.21,102.0,949.19,7.0,65.14,0.0,55.83,East Hampton,,Connecticut,
BrooklynCentercity,MN,28887,2.57,5.2,90.94,2.31,1.27,28887,100.0,34168,79.8,6.98,17.98,38818,14645,15467,5781,6060,6750,10217.0,8852,2031,7.07,4.15,16.18,14.1,5.37,67.34,21.93,19.28,15.66,22.11,8.41,29.92,11.8,10.19,2.99,69.08,68.12,75.23,17.16,94.7,1.1,3.5,2.57,74.3,2.26,45.53,3,487,95.84,69.54,0.21,26.08,1961,0.73,0.03,68300,79400,91000,22700,384,475,556,172,509,28.9,19.5,11.1,0,0,2.44,74.41,59.38,84.7,93.01,,8.2,3509.3,6.4,0.0,0,0.0,,,48.0,172.56,56.0,201.32,284.0,1020.96,1851.0,6654.2,208.0,747.74,16.0,,Brooklyn Center,,Minnesota,
Blythevillecity,AR,22906,2.84,38.27,60.06,0.92,1.45,0,0.0,18858,73.98,14.67,11.52,22074,8925,11677,4629,6983,11207,6329.0,4884,5617,25.55,17.16,33.68,13.67,8.69,58.42,25.62,23.59,22.14,20.13,10.66,29.54,12.94,11.87,3.27,66.43,60.16,69.5,26.48,96.96,0.46,6.89,5.09,46.34,5.29,49.33,3,827,90.71,47.98,9.67,56.59,1963,11.28,0.81,30300,45200,65100,34800,149,222,302,153,348,27.7,20.4,16.9,26,0,1.1,52.64,41.83,71.16,74.08,,12.0,1910.7,0.45,0.0,6,34.18,18.0,102.54,91.0,518.4,270.0,1538.11,774.0,4409.25,1371.0,7810.19,148.0,843.11,42.0,2193.23,Blytheville,,Arkansas,
Uvaldecity,TX,14729,3.15,0.26,57.67,0.39,70.31,0,0.0,17103,74.9,15.4,12.78,19671,8156,9703,212120,0,4431,4726.0,5966,4844,33.49,34.76,48.56,12.46,13.57,49.31,7.55,26.5,14.91,22.13,8.42,26.85,12.24,10.47,3.61,74.62,67.31,83.27,9.96,32.12,12.98,12.8,10.0,64.1,13.77,50.36,2,578,88.99,64.9,7.96,59.17,1964,18.52,4.08,24400,37700,56200,31800,140,209,287,147,263,25.8,19.3,12.6,8,0,12.61,76.11,59.93,83.37,94.71,,5.7,2578.6,0.31,0.0,0,0.0,1.0,6.29,6.0,37.72,47.0,295.49,116.0,729.28,245.0,1540.3,14.0,88.02,4.0,339.49,Uvalde,,Texas,
CathedralCitycity,CA,30085,2.76,2.21,74.29,3.63,37.22,30085,100.0,30908,71.71,8.31,15.27,34579,13331,15152,8912,16419,11567,6888.0,6974,4046,13.56,14.2,30.39,12.98,6.24,61.74,5.3,15.86,10.05,18.78,11.2,32.12,15.2,13.18,3.32,74.13,67.86,77.45,14.01,63.41,10.39,11.94,7.89,58.37,13.47,58.81,2,4311,71.69,61.78,0.6,14.03,1981,3.15,0.4,86000,113200,143400,57400,398,566,659,261,649,30.7,27.7,12.1,0,2,24.87,37.62,34.82,65.96,84.11,,19.6,1535.3,2.92,0.0,8,22.92,19.0,54.43,61.0,174.75,342.0,979.72,754.0,2159.96,891.0,2552.42,251.0,719.03,5.0,1231.81,Cathedral City,Mark Carnevale,California,
NorthOgdencity,UT,11668,3.67,0.2,97.86,0.97,1.82,11668,100.0,41178,85.54,1.21,16.68,42294,11895,11895,27533,7955,12428,10301.0,8322,338,2.9,1.1,6.32,31.19,4.34,68.29,19.84,24.06,8.99,36.64,3.81,25.71,6.48,5.17,3.93,88.86,89.03,96.69,17.58,95.64,0.1,19.97,17.98,90.38,3.55,15.97,3,57,98.24,88.84,5.26,40.35,1973,0.0,0.19,65500,79300,96200,30700,271,335,439,168,422,21.5,20.7,11.5,0,0,1.56,74.51,60.99,82.89,89.79,,6.4,1822.0,1.46,0.0,0,0.0,2.0,14.95,0.0,0.0,4.0,29.91,21.0,157.01,240.0,1794.39,7.0,52.34,1.0,44.86,North Ogden,,Utah,
Mariettacity,GA,44129,2.22,20.53,76.27,1.84,3.21,44129,100.0,27371,82.89,4.61,11.15,33434,15808,17768,9437,13462,9070,8856.0,8294,6079,14.16,7.22,18.66,28.25,5.33,67.57,11.5,18.95,8.87,28.54,13.6,38.5,18.69,16.26,2.87,64.89,60.96,76.31,21.25,91.89,1.51,3.74,2.02,36.49,2.89,68.63,2,3292,85.78,33.44,1.61,17.59,1977,5.74,0.31,64200,87500,133900,69700,378,455,529,151,539,27.1,20.5,12.3,68,9,5.11,44.34,31.38,55.19,68.24,614.5,21.1,2090.2,1.19,13.25,0,0.0,62.0,120.79,158.0,307.81,214.0,416.91,809.0,1576.08,3838.0,7477.11,479.0,933.18,20.0,845.51,Marietta,Steve 'Thunder' Tumlin,Georgia,
Lowertownship,NJ,20820,2.48,1.05,97.91,0.61,1.16,0,0.0,26668,69.84,6.22,25.58,31438,12671,12735,9137,7029,11824,12729.0,10958,1818,8.82,10.14,34.58,9.23,7.71,53.15,6.92,22.57,13.28,18.62,7.96,22.42,9.64,8.85,2.94,76.26,73.96,83.14,2.42,94.36,0.58,4.19,2.98,81.09,2.0,46.98,3,4337,65.96,82.13,0.32,61.56,1966,2.3,0.0,64900,84100,108700,43800,376,465,542,166,570,32.4,23.3,16.7,0,0,1.79,43.12,57.44,79.09,85.69,,29.2,712.1,1.62,0.0,0,0.0,19.0,89.15,9.0,42.23,24.0,112.61,189.0,886.78,486.0,2280.3,36.0,168.91,8.0,243.98,Lower,,New Jersey,
Morristowntown,NJ,16189,2.41,23.06,70.73,2.51,13.65,16189,100.0,42748,82.46,4.42,12.49,49718,22036,25204,13370,18017,28552,10588.0,10887,1116,7.27,8.68,21.61,32.43,5.03,67.6,14.89,26.99,8.67,33.98,11.17,43.72,14.65,13.02,3.01,63.87,58.69,80.47,26.85,77.58,6.4,7.62,4.25,43.15,5.27,62.26,2,349,95.06,37.6,2.87,30.95,1951,2.1,0.0,168900,205800,248800,79900,444,595,754,310,640,24.0,22.5,14.3,62,1,19.56,49.73,46.68,71.81,82.64,,3.0,5316.9,5.88,0.0,0,0.0,3.0,18.19,48.0,291.07,80.0,485.11,166.0,1006.61,710.0,4305.38,50.0,303.2,0.0,794.37,Morris,,New Jersey,
Chillicothecity,OH,21923,2.42,7.72,91.25,0.67,0.46,0,0.0,22458,64.12,12.22,21.42,29499,12529,12444,11381,15856,25201,38057.0,11488,4250,19.84,10.68,30.4,13.88,10.65,50.03,23.76,26.17,18.74,24.66,12.03,24.93,15.81,14.14,2.95,66.7,65.23,68.57,19.18,96.74,0.64,3.35,2.25,61.54,1.47,50.39,2,723,92.6,59.71,1.8,52.28,1946,8.57,0.3,35100,49600,70200,35100,163,230,293,130,321,27.3,18.2,13.1,0,0,1.33,83.26,56.37,87.21,94.14,,8.2,2685.2,0.88,0.0,0,0.0,10.0,44.65,33.0,147.35,50.0,223.26,258.0,1152.04,1228.0,5483.37,84.0,375.08,32.0,415.27,Chillicothe,,Ohio,
Vincennescity,IN,19859,2.64,2.34,96.52,0.76,0.58,0,0.0,18829,70.89,8.23,15.35,26723,10162,10273,6771,14183,5351,4529.0,5253,3575,20.72,11.4,28.08,13.26,8.73,50.83,9.42,32.09,15.82,22.73,8.52,42.8,13.64,11.17,2.95,70.15,68.65,82.72,52.58,96.56,0.3,3.48,2.21,63.75,1.64,57.47,2,828,90.08,59.64,2.66,28.5,1952,11.37,0.59,30300,41500,59300,29000,165,234,296,131,307,29.5,17.7,13.3,16,0,0.98,78.37,48.98,74.33,92.87,,6.6,2992.6,0.51,0.0,0,0.0,9.0,45.08,3.0,15.03,16.0,80.14,529.0,2649.77,769.0,3851.93,45.0,225.41,8.0,140.25,Vincennes,,Indiana,
Demingcity,NM,10970,2.7,1.82,85.35,0.39,57.99,0,0.0,15570,60.09,15.41,19.6,16994,7801,8444,4892,2944,6498,4304.0,4909,3675,33.89,25.54,44.6,11.27,17.4,38.87,7.04,19.5,13.04,19.3,10.76,24.77,13.23,12.1,3.28,65.63,60.54,54.79,10.23,49.72,11.7,9.56,6.77,64.79,9.75,57.52,2,426,90.51,64.39,6.1,37.32,1971,17.38,1.34,34200,46700,62800,28600,144,205,270,126,251,26.2,24.2,12.1,0,0,15.86,44.67,55.25,78.85,84.42,,6.0,1833.2,0.24,0.0,0,0.0,2.0,14.64,6.0,43.93,66.0,483.27,233.0,1706.08,509.0,3727.03,45.0,329.5,4.0,541.85,Deming,,New Mexico,
Waterfordtownship,NJ,10940,3.17,4.42,93.96,1.01,1.51,9346,85.43,43673,88.78,2.94,11.28,46902,14605,14865,10879,12874,9679,0.0,6898,299,2.78,7.1,20.26,15.33,3.36,71.78,13.26,21.82,13.82,24.0,7.91,27.1,8.83,8.37,3.45,87.14,84.34,94.63,17.01,94.9,0.64,6.05,5.04,89.02,1.45,19.61,3,113,96.83,87.31,6.19,38.05,1975,0.55,0.08,86400,109400,135700,49300,361,485,686,325,660,29.5,23.4,15.7,0,0,2.2,61.06,62.35,81.36,92.7,,37.5,291.8,5.24,0.0,0,0.0,2.0,17.55,1.0,8.77,12.0,105.27,95.0,833.41,192.0,1684.36,26.0,228.09,12.0,131.59,Waterford,,New Jersey,
Chelmsfordtown,MA,32383,2.83,0.48,96.12,3.05,0.99,32375,100.0,53971,88.23,3.59,15.92,59368,21814,21929,21205,5478,20790,9730.0,11906,819,2.55,2.53,9.77,37.68,5.31,72.2,27.16,24.82,7.14,41.38,5.62,29.84,8.86,7.3,3.2,84.86,83.47,92.29,10.67,91.59,0.77,4.23,3.34,85.61,0.82,32.13,3,362,96.94,82.21,2.49,41.16,1965,0.13,0.05,151900,177000,215900,64000,509,668,820,311,702,23.7,20.3,12.8,0,0,5.99,72.48,65.68,87.59,91.37,,23.5,1379.8,1.3,0.0,0,0.0,1.0,2.98,11.0,32.76,112.0,333.59,178.0,530.17,578.0,1721.57,145.0,431.88,2.0,369.33,Chelmsford,Not Found,Massachusetts,
Wilmingtoncity,NC,55530,2.36,33.88,64.94,0.57,0.86,55530,100.0,20609,73.19,10.55,15.35,27202,12077,14867,6659,8375,19269,9418.0,6854,11780,22.11,9.78,26.95,20.74,6.21,57.86,14.42,23.82,14.66,24.65,11.05,38.26,16.31,13.98,2.91,52.67,48.29,59.55,11.41,96.07,0.53,3.82,2.28,49.0,2.49,53.95,2,2912,89.0,47.12,2.58,34.82,1962,6.51,0.17,41800,63300,96100,54300,209,304,380,171,392,28.0,21.3,13.9,92,8,1.82,63.63,45.6,72.33,86.31,468.1,30.8,1805.0,3.22,4.44,7,10.98,38.0,59.6,279.0,437.59,443.0,694.81,1531.0,2401.27,4156.0,6518.4,375.0,588.16,49.0,1202.99,Wilmington,Bill Saffo,North Carolina,
Lubbockcity,TX,186206,2.69,8.56,77.63,1.41,22.51,186281,100.0,24130,81.61,6.42,10.52,30826,12322,14007,6635,11715,9792,5714.0,5986,34593,19.56,11.4,24.43,25.96,6.56,61.56,7.97,33.11,10.76,28.0,8.85,35.16,12.98,10.98,3.17,75.0,69.0,83.96,23.71,78.78,2.71,6.11,4.06,59.83,6.6,50.91,2,8709,88.81,55.25,4.51,34.95,1968,7.94,0.53,37400,55500,75700,38300,237,316,402,165,381,29.9,20.1,12.6,24,25,3.29,73.75,44.58,73.52,91.34,463.6,107.9,1726.3,0.89,4.64,17,8.58,136.0,68.64,282.0,142.33,840.0,423.97,2541.0,1282.5,7927.0,4000.95,610.0,307.88,128.0,643.52,Lubbock,Mark McBrayer,Texas,Republican
Vinelandcity,NJ,54780,2.92,11.48,73.01,0.88,23.6,54780,100.0,30733,76.89,8.57,14.24,35361,12963,14458,11212,10711,8543,7137.0,7547,5739,10.91,20.35,38.66,12.63,7.2,58.57,21.47,24.15,19.31,21.95,9.91,32.04,12.84,11.5,3.25,67.22,60.81,73.21,3.91,72.63,6.01,6.73,5.07,68.73,5.77,46.49,3,816,95.83,67.0,5.02,50.74,1962,5.96,0.59,66300,83600,105600,39300,323,435,519,196,511,28.7,21.6,15.3,117,20,5.89,57.88,60.45,84.85,92.35,426.5,71.2,769.8,1.83,7.48,4,7.28,46.0,83.7,193.0,351.19,253.0,460.37,971.0,1766.87,2631.0,4787.47,362.0,658.71,35.0,902.54,Vineland,Anthony Fanucci,New Jersey,
Brocktoncity,MA,92788,2.82,12.96,80.24,1.71,6.32,92788,100.0,31712,77.36,14.5,13.75,38544,13455,14569,9428,9675,10390,6878.0,6980,12396,13.64,7.74,25.62,12.94,9.22,60.71,17.53,22.64,17.53,20.04,9.3,36.9,13.49,11.52,3.32,65.2,61.08,67.2,16.29,82.24,3.44,7.54,5.35,59.15,4.02,49.3,3,2526,92.86,53.32,4.79,31.31,1954,4.79,0.95,113100,131700,148400,35300,316,491,613,297,571,29.3,22.9,15.0,253,7,11.2,75.2,56.34,78.78,92.6,426.5,22.2,4171.7,5.54,3.32,15,17.07,54.0,61.44,328.0,373.2,759.0,863.6,1816.0,2066.27,2989.0,3400.92,1834.0,2086.75,,1315.31,Brockton,Robert F. Sullivan,Massachusetts,
Dovertownship,NJ,76371,2.79,0.85,97.1,1.49,2.55,72317,94.69,40704,75.01,3.71,20.75,46376,17305,17221,9359,5438,29278,14369.0,19471,3699,4.92,6.98,21.2,20.59,5.01,60.35,9.28,26.33,10.02,30.21,6.19,27.63,8.98,7.66,3.2,83.11,81.1,92.23,5.71,91.23,0.79,5.22,4.02,83.88,1.27,40.25,3,8296,76.73,82.02,0.48,74.3,1968,0.76,0.19,112500,147700,189200,76700,515,602,731,216,702,30.5,26.0,17.6,96,0,5.25,69.95,59.26,79.32,93.8,,42.6,1793.5,1.24,0.0,1,1.27,16.0,20.34,36.0,45.77,109.0,138.58,641.0,814.97,2150.0,2733.53,134.0,170.37,19.0,205.97,Dover,Robin R. Christiansen,New Jersey,
Dunedincity,FL,34012,2.14,1.07,98.12,0.43,1.83,34012,100.0,25906,59.1,3.71,28.87,33578,16721,16881,5061,22173,11533,16008.0,14283,2357,7.12,5.5,18.44,18.91,3.89,49.29,10.16,24.25,8.92,25.65,10.13,20.78,12.53,11.47,2.64,73.38,72.09,80.75,5.17,92.76,0.57,1.76,1.1,72.87,1.06,69.4,2,2523,86.3,70.49,0.52,16.01,1973,2.49,0.0,60900,76500,99700,38800,312,395,473,161,466,27.8,22.8,11.7,0,0,7.06,14.7,47.97,73.84,78.16,,10.7,3173.9,0.65,0.0,1,2.89,10.0,28.85,28.0,80.79,139.0,401.07,382.0,1102.23,934.0,2694.98,62.0,178.9,5.0,513.6,Dunedin,Julie Ward Bujalski,Florida,
Novatocity,CA,47585,2.61,2.79,89.57,5.02,7.27,47585,100.0,45890,83.16,4.68,17.16,51741,21518,22257,13505,20177,17100,10385.0,12500,1971,4.18,3.08,8.28,31.81,2.92,71.88,8.51,24.03,7.4,33.52,9.2,27.26,14.4,11.92,3.04,79.0,78.7,88.59,14.97,85.27,1.81,3.3,2.45,61.86,3.35,38.17,3,546,97.09,61.91,0.18,16.67,1971,0.39,0.22,221800,279600,361500,139700,616,742,948,332,818,29.6,25.0,11.5,0,2,11.41,48.93,43.67,70.29,85.03,,28.6,1665.7,7.9,0.0,0,0.0,22.0,44.86,29.0,59.13,137.0,279.36,411.0,838.07,1190.0,2426.54,136.0,277.32,16.0,383.35,Novato,Mark Milberg,California,
